Found 612 unique locations with Flexitricity load curtailment/drop components
Format: Tab-separated values (copy and paste into Excel)

====================================================================================================
Location	Status	Delivery Year	Auction	Description	CMU ID	Google Maps URL
Unit 1 Hagley Road West, Birmingham, B68 0PH	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Unit%201%20Hagley%20Road%20West%2C%20Birmingham%2C%20B68%200PH&t=k
Unit 1 Ivybridge Retail Park, Isleworth, TW7 7DY	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Unit%201%20Ivybridge%20Retail%20Park%2C%20Isleworth%2C%20TW7%207DY&t=k
Unit 1 James Estate, Mitcham, CR4 3EB	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Unit%201%20James%20Estate%2C%20Mitcham%2C%20CR4%203EB&t=k
Unit 1 Sheffield Road, Chesterfield, S41 8JZ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Unit%201%20Sheffield%20Road%2C%20Chesterfield%2C%20S41%208JZ&t=k
Unit 1 Tweed Road, Clevedon, BS21 6RR	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Unit%201%20Tweed%20Road%2C%20Clevedon%2C%20BS21%206RR&t=k
Unit 1 Wesley Square, Goole, DN14 5EZ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Unit%201%20Wesley%20Square%2C%20Goole%2C%20DN14%205EZ&t=k
Unit 13 Mill Lane NE4 6QA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Unit%2013%20Mill%20Lane%20NE4%206QA&t=k
Unit 2 125 Mile End Road E1 4UJ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Unit%202%20125%20Mile%20End%20Road%20E1%204UJ&t=k
Unit 2 Kingsway Retail Park Wallhead Road, Rochdale, OL16 5AF	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Unit%202%20Kingsway%20Retail%20Park%20Wallhead%20Road%2C%20Rochdale%2C%20OL16%205AF&t=k
Unit 3 Kirkstall Road, Leeds, LS4 2EZ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Unit%203%20Kirkstall%20Road%2C%20Leeds%2C%20LS4%202EZ&t=k
Unit 5 St. Nicholas Gate London Road CA1 2EA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Unit%205%20St.%20Nicholas%20Gate%20London%20Road%20CA1%202EA&t=k
UNIT R2 ASHFORD AIRPORT, COLD STORE, LYMPNE, HYTHE, KENT, CT21 4LR	INACTIVE	2024	2020-21 (T-4) Four Year Ahead Capacity Auction	Load drop at large Industrial cold storage	F24097	https://www.google.com/maps?q=UNIT%20R2%20ASHFORD%20AIRPORT%2C%20COLD%20STORE%2C%20LYMPNE%2C%20HYTHE%2C%20KENT%2C%20CT21%204LR&t=k
unit1,Bridge Street , Dover, CT162QH	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=unit1%2CBridge%20Street%20%2C%20Dover%2C%20CT162QH&t=k
Unit1 Crowhurst Road , Brighton, BN1 8AS	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Unit1%20Crowhurst%20Road%20%2C%20Brighton%2C%20BN1%208AS&t=k
unit1 Taylors Lane, Rotherham, S62 6EE	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=unit1%20Taylors%20Lane%2C%20Rotherham%2C%20S62%206EE&t=k
Upper Forest Way, Morriston, SA6 8PS	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Upper%20Forest%20Way%2C%20Morriston%2C%20SA6%208PS&t=k
Utting Avenue , Liverpool, L4 9XU	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Utting%20Avenue%20%2C%20Liverpool%2C%20L4%209XU&t=k
Ventura Road Retail Park Bitterscote B78 3HB	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Ventura%20Road%20Retail%20Park%20Bitterscote%20B78%203HB&t=k
Victoria Centre  CW1 2PT	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Victoria%20Centre%20%20CW1%202PT&t=k
Victoria Road Berry Hill, Stoke-on-Trent, ST42HE	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Victoria%20Road%20Berry%20Hill%2C%20Stoke-on-Trent%2C%20ST42HE&t=k
Walmley Ash Road  B76 1XL	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Walmley%20Ash%20Road%20%20B76%201XL&t=k
Walney Road  LA14 5UG	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Walney%20Road%20%20LA14%205UG&t=k
Walsall Road Perry Barr, Birmingham, B42 1AB	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Walsall%20Road%20Perry%20Barr%2C%20Birmingham%2C%20B42%201AB&t=k
Wansbeck Road South Fawdon, Newcastle, NE3 3HQ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Wansbeck%20Road%20South%20Fawdon%2C%20Newcastle%2C%20NE3%203HQ&t=k
Warminster Road , Frome, BA11 5LA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Warminster%20Road%20%2C%20Frome%2C%20BA11%205LA&t=k
Warren Road Cheadle Hulme, Cheadle, SK8 5HA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Warren%20Road%20Cheadle%20Hulme%2C%20Cheadle%2C%20SK8%205HA&t=k
Warren Street , Stockport, SK1 1UA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Warren%20Street%20%2C%20Stockport%2C%20SK1%201UA&t=k
Washbrook Road, Rushden, NN10 6AA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Washbrook%20Road%2C%20Rushden%2C%20NN10%206AA&t=k
Water Street , Chorley, PR7 1EX	INACTIVE	2020	2020-21 (T-4) Four Year Ahead Capacity Auction	Load curtailment	FLXT82	https://www.google.com/maps?q=Water%20Street%20%2C%20Chorley%2C%20PR7%201EX&t=k
Watergardens Southgate CM20 1AN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Watergardens%20Southgate%20CM20%201AN&t=k
Watermill Road , Fraserburgh, AB43 7ED	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Watermill%20Road%20%2C%20Fraserburgh%2C%20AB43%207ED&t=k
Watson Street , Motherwell, ML1 1YR	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Watson%20Street%20%2C%20Motherwell%2C%20ML1%201YR&t=k
Watton Road  SG12 0AE	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Watton%20Road%20%20SG12%200AE&t=k
Wednesbury Oak Road  DY4 0BP	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Wednesbury%20Oak%20Road%20%20DY4%200BP&t=k
Wellington Road  M27 4BH	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Wellington%20Road%20%20M27%204BH&t=k
Welton Road Croft Business Park, Bromborough, CH62 3QP	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Welton%20Road%20Croft%20Business%20Park%2C%20Bromborough%2C%20CH62%203QP&t=k
Werrington Road  ST2 9AL	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Werrington%20Road%20%20ST2%209AL&t=k
West Lane Halton Leah WA7 2PY	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=West%20Lane%20Halton%20Leah%20WA7%202PY&t=k
West Meade  GU14 7LT	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=West%20Meade%20%20GU14%207LT&t=k
West Quay Road  BH15 1JQ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=West%20Quay%20Road%20%20BH15%201JQ&t=k
West Rivergate Shopping Centre Viersen Platz PE1 1ET	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=West%20Rivergate%20Shopping%20Centre%20Viersen%20Platz%20PE1%201ET&t=k
West Swindon District Centre Tewkesbury Way, Swindon, SN5 7DL	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=West%20Swindon%20District%20Centre%20Tewkesbury%20Way%2C%20Swindon%2C%20SN5%207DL&t=k
Westbrook Shopping Centre  WA5 8UQ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Westbrook%20Shopping%20Centre%20%20WA5%208UQ&t=k
Western Way  IP33 3SP	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Western%20Way%20%20IP33%203SP&t=k
Westlands Estate, Hayes,  UB3 4AZ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Westlands%20Estate%2C%20Hayes%2C%20%20UB3%204AZ&t=k
Westwood Road  CT10 2NR	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Westwood%20Road%20%20CT10%202NR&t=k
Wharf Road  DN22 6EN	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Wharf%20Road%20%20DN22%206EN&t=k
Wheatlea Industrial Estate Worthington Way, Wigan, WN36XA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Wheatlea%20Industrial%20Estate%20Worthington%20Way%2C%20Wigan%2C%20WN36XA&t=k
Wheatley Hall Road , Doncaster, DN2 4PE	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Wheatley%20Hall%20Road%20%2C%20Doncaster%2C%20DN2%204PE&t=k
Whinbush Way  DL1 3RB	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Whinbush%20Way%20%20DL1%203RB&t=k
Whins Road  FK10 3SD	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Whins%20Road%20%20FK10%203SD&t=k
Whitley Road  NE12 9SJ	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Whitley%20Road%20%20NE12%209SJ&t=k
Widnes Road  WA8 6AH	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Widnes%20Road%20%20WA8%206AH&t=k
Wigmore Hall Shopping Centre Wigmore Lane LU2 9TA	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Wigmore%20Hall%20Shopping%20Centre%20Wigmore%20Lane%20LU2%209TA&t=k
Windermere Road , Leigh, WN7 1QX	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Windermere%20Road%20%2C%20Leigh%2C%20WN7%201QX&t=k
Windmill Hill Business Park, Swindon, SN5 6QR	INACTIVE	2020	2020-21 (T-4) Four Year Ahead Capacity Auction	Load curtailment and standby generation	FLXT75	https://www.google.com/maps?q=Windmill%20Hill%20Business%20Park%2C%20Swindon%2C%20SN5%206QR&t=k
Wolstanton Retail Park  ST5 0AP	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Wolstanton%20Retail%20Park%20%20ST5%200AP&t=k
Wolverhampton Road Heath Town, Wolverhampton, WV10 0QB	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Wolverhampton%20Road%20Heath%20Town%2C%20Wolverhampton%2C%20WV10%200QB&t=k
Wolverhampton Road , Oldbury, B69 4PU	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Wolverhampton%20Road%20%2C%20Oldbury%2C%20B69%204PU&t=k
Woodchurch Road , Birkenhead, CH49 5PD	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Woodchurch%20Road%20%2C%20Birkenhead%2C%20CH49%205PD&t=k
Woodhall Street  WS3 3JR	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24091	https://www.google.com/maps?q=Woodhall%20Street%20%20WS3%203JR&t=k
Woodstock Way , Caldicot,  NP26 5DB	ACTIVE	2028	2028-29 (T-4) Four Year Ahead Capacity Auction	Load curtailment from refridgeration	F24082	https://www.google.com/maps?q=Woodstock%20Way%20%2C%20Caldicot%2C%20%20NP26%205DB&t=k
====================================================================================================

Summary:
Total unique locations: 612
Active locations: 580
Inactive locations: 32
